"No.","Time","Source","Destination","Protocol","Length","Info"
"7816","408.782351","157.240.15.60","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"7817","408.782382","172.20.24.104","157.240.15.60","TCP","54","56572  >  443 [ACK] Seq=973 Ack=638 Win=261376 Len=0"
"7818","409.268957","172.20.24.104","172.217.160.142","TLSv1.3","3444","Application Data"
"7819","409.269044","172.20.24.104","172.217.160.142","TLSv1.3","311","Application Data"
"7820","409.270865","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10283 Ack=89027 Win=249600 Len=0"
"7821","409.271370","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10283 Ack=90409 Win=249600 Len=0"
"7822","409.271370","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10283 Ack=91035 Win=249600 Len=0"
"7823","409.271887","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10283 Ack=91292 Win=249600 Len=0"
"7824","409.319657","172.217.160.142","172.20.24.104","TLSv1.3","123","Application Data"
"7825","409.356899","Intel_f4:55:3d","Broadcast","ARP","42","Who has 172.20.24.216? Tell 172.20.24.104"
"7826","409.371699","172.20.24.104","172.217.160.142","TCP","54","56250  >  443 [ACK] Seq=91292 Ack=10352 Win=64512 Len=0"
"7827","409.373602","172.217.160.142","172.20.24.104","TLSv1.3","124","Application Data, Application Data"
"7828","409.374619","172.20.24.104","172.217.160.142","TLSv1.3","93","Application Data"
"7829","409.375930","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=91331 Win=250368 Len=0"
"7830","409.389744","Intel_de:f0:da","Intel_f4:55:3d","ARP","56","172.20.25.25 is at 7c:21:4a:de:f0:da"
"7831","409.420454","d2:7b:be:40:c0:3b","Intel_f4:55:3d","ARP","56","172.20.25.162 is at d2:7b:be:40:c0:3b"
"7832","409.455214","Intel_99:ab:60","Intel_f4:55:3d","ARP","56","172.20.25.153 is at 84:5c:f3:99:ab:60"
"7833","409.492733","Intel_fd:8d:29","Intel_f4:55:3d","ARP","56","172.20.25.187 is at 0c:9a:3c:fd:8d:29"
"7834","409.619753","157.240.192.52","172.20.24.104","TLSv1.3","690","Application Data"
"7835","409.619804","172.20.24.104","157.240.192.52","TCP","54","56571  >  443 [ACK] Seq=50879 Ack=1309 Win=260608 Len=0"
"7836","409.626236","172.20.24.104","57.144.161.33","TCP","2206","56067  >  5222 [PSH, ACK] Seq=4483 Ack=7880 Win=64256 Len=2152 [TCP PDU reassembled in 9456]"
"7837","409.662448","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=7880 Ack=5865 Win=78848 Len=0"
"7838","409.662791","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=7880 Ack=6635 Win=81664 Len=0"
"7839","409.733813","Intel_9c:37:9f","Intel_f4:55:3d","ARP","56","172.20.25.198 is at 00:91:9e:9c:37:9f"
"7840","409.843930","57.144.161.33","172.20.24.104","TCP","116","5222  >  56067 [PSH, ACK] Seq=7880 Ack=6635 Win=81664 Len=62 [TCP PDU reassembled in 9454]"
"7841","409.887622","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=6635 Ack=7942 Win=64256 Len=0"
"7842","410.793596","172.20.24.104","57.144.161.33","TCP","2120","56067  >  5222 [PSH, ACK] Seq=6635 Ack=7942 Win=64256 Len=2066 [TCP PDU reassembled in 9456]"
"7843","410.829239","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=7942 Ack=8017 Win=84480 Len=0"
"7844","410.829475","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=7942 Ack=8701 Win=87296 Len=0"
"7845","410.981417","172.20.24.104","142.250.182.42","TCP","55","[TCP Keep-Alive] 56335  >  443 [ACK] Seq=3352 Ack=6942 Win=65024 Len=1"
"7846","410.983747","142.250.182.42","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  56335 [ACK] Seq=6942 Ack=3353 Win=62720 Len=0 SLE=3352 SRE=3353"
"7847","411.009728","57.144.161.33","172.20.24.104","TCP","93","5222  >  56067 [PSH, ACK] Seq=7942 Ack=8701 Win=87296 Len=39 [TCP PDU reassembled in 9454]"
"7848","411.059357","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=8701 Ack=7981 Win=64256 Len=0"
"7849","411.640765","172.20.24.104","148.113.20.112","TCP","55","[TCP Keep-Alive] 56036  >  443 [ACK] Seq=1885 Ack=1724 Win=65280 Len=1"
"7850","411.642820","148.113.20.112","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  56036 [ACK] Seq=1724 Ack=1886 Win=62848 Len=0 SLE=1885 SRE=1886"
"7851","414.419640","172.20.24.104","57.144.161.33","TCP","108","56067  >  5222 [PSH, ACK] Seq=8701 Ack=7981 Win=64256 Len=54 [TCP PDU reassembled in 9456]"
"7852","414.455462","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=7981 Ack=8755 Win=87296 Len=0"
"7853","415.270349","172.20.24.104","172.217.160.142","TLSv1.3","3270","Application Data"
"7854","415.270460","172.20.24.104","172.217.160.142","TLSv1.3","4563","Application Data"
"7855","415.272290","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=92713 Win=249600 Len=0"
"7856","415.272671","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=94095 Win=249600 Len=0"
"7857","415.272671","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=94547 Win=249600 Len=0"
"7858","415.272671","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=95929 Win=249600 Len=0"
"7859","415.272671","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=97311 Win=248320 Len=0"
"7860","415.273149","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=98693 Win=249600 Len=0"
"7861","415.273149","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=10422 Ack=99056 Win=249600 Len=0"
"7862","415.364770","172.217.160.142","172.20.24.104","TLSv1.3","1436","Application Data"
"7863","415.365140","172.217.160.142","172.20.24.104","TLSv1.3","276","Application Data"
"7864","415.365170","172.20.24.104","172.217.160.142","TCP","54","56250  >  443 [ACK] Seq=99056 Ack=12026 Win=65280 Len=0"
"7865","415.366318","172.217.160.142","172.20.24.104","TLSv1.3","124","Application Data, Application Data"
"7866","415.367269","172.20.24.104","172.217.160.142","TLSv1.3","89","Application Data"
"7867","415.367334","172.20.24.104","172.217.160.142","TLSv1.3","93","Application Data"
"7868","415.368403","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=12096 Ack=99091 Win=250368 Len=0"
"7869","415.368836","172.217.160.142","172.20.24.104","TCP","60","443  >  56250 [ACK] Seq=12096 Ack=99130 Win=250368 Len=0"
"7870","415.429291","104.18.26.48","172.20.24.104","TLSv1.2","81","Application Data"
"7871","415.430197","172.20.24.104","104.18.26.48","TLSv1.2","85","Application Data"
"7872","415.432395","104.18.26.48","172.20.24.104","TCP","60","443  >  50263 [ACK] Seq=460 Ack=528 Win=8 Len=0"
"7873","415.593882","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7874","415.593952","172.20.24.104","172.64.41.3","TLSv1.3","93","Application Data"
"7875","415.593970","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7876","415.593986","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7877","415.594013","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7878","415.595638","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=20659 Ack=9478 Win=131072 Len=0"
"7879","415.596143","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=20659 Ack=9517 Win=131072 Len=0"
"7880","415.596143","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=20659 Ack=9573 Win=131072 Len=0"
"7881","415.596513","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=20659 Ack=9732 Win=131072 Len=0"
"7882","415.596513","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=20659 Ack=9891 Win=139264 Len=0"
"7883","415.598349","172.64.41.3","172.20.24.104","TLSv1.3","89","Application Data"
"7884","415.640381","172.20.24.104","172.64.41.3","TCP","54","56249  >  443 [ACK] Seq=9891 Ack=20694 Win=65280 Len=0"
"7885","415.641816","172.64.41.3","172.20.24.104","TLSv1.3","1226","Application Data, Application Data, Application Data, Application Data, Application Data"
"7886","415.642749","172.20.24.104","172.64.41.3","TLSv1.3","89","Application Data"
"7887","415.642927","172.20.24.104","18.213.132.207","TCP","54","56378  >  443 [FIN, ACK] Seq=2071 Ack=5797 Win=65280 Len=0"
"7888","415.642961","172.20.24.104","18.213.132.207","TCP","54","56378  >  443 [RST, ACK] Seq=2072 Ack=5797 Win=0 Len=0"
"7889","415.643634","172.20.24.104","3.224.27.77","TCP","66","56596  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7890","415.644394","18.213.132.207","172.20.24.104","TCP","60","443  >  56378 [ACK] Seq=5797 Ack=2072 Win=34816 Len=0"
"7891","415.699012","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=21866 Ack=9926 Win=139264 Len=0"
"7892","415.747525","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7893","415.747712","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7894","415.747800","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7895","415.747857","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7896","415.749170","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=21866 Ack=9982 Win=139264 Len=0"
"7897","415.749760","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=21866 Ack=10038 Win=139264 Len=0"
"7898","415.749760","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=21866 Ack=10197 Win=139264 Len=0"
"7899","415.749958","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=21866 Ack=10356 Win=139264 Len=0"
"7900","415.751887","172.64.41.3","172.20.24.104","TLSv1.3","89","Application Data"
"7901","415.764847","172.20.24.104","104.18.36.252","TLSv1.3","162","Application Data"
"7902","415.765065","172.20.24.104","104.18.36.252","TLSv1.3","93","Application Data"
"7903","415.765372","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7904","415.765525","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7905","415.765627","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7906","415.765698","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7907","415.768158","104.18.36.252","172.20.24.104","TCP","60","443  >  56256 [ACK] Seq=2531 Ack=3234 Win=65536 Len=0"
"7908","415.768158","104.18.36.252","172.20.24.104","TCP","60","443  >  56256 [ACK] Seq=2531 Ack=3273 Win=65536 Len=0"
"7909","415.768158","172.64.41.3","172.20.24.104","TLSv1.3","1187","Application Data, Application Data, Application Data, Application Data"
"7910","415.768158","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=23034 Ack=10627 Win=147456 Len=0"
"7911","415.768234","172.20.24.104","172.64.41.3","TCP","54","56249  >  443 [ACK] Seq=10786 Ack=23034 Win=65280 Len=0"
"7912","415.769435","172.20.24.104","104.18.36.252","TCP","66","56597  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7913","415.769705","172.64.41.3","172.20.24.104","TLSv1.3","89","Application Data"
"7914","415.769770","172.20.24.104","172.64.41.3","TCP","54","56249  >  443 [ACK] Seq=10786 Ack=23069 Win=65280 Len=0"
"7915","415.773984","172.64.41.3","172.20.24.104","TLSv1.3","110","Application Data"
"7916","415.774190","104.18.36.252","172.20.24.104","TCP","66","443  >  56597 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=8192"
"7917","415.774288","172.20.24.104","104.18.36.252","TCP","54","56597  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7918","415.779516","172.20.24.104","104.18.36.252","TLSv1.3","2074","Client Hello (SNI=stream.quillbot.com)"
"7919","415.781923","104.18.36.252","172.20.24.104","TCP","60","443  >  56597 [ACK] Seq=1 Ack=1383 Win=65536 Len=0"
"7920","415.782785","104.18.36.252","172.20.24.104","TCP","60","443  >  56597 [ACK] Seq=1 Ack=2021 Win=65536 Len=0"
"7921","415.785239","104.18.36.252","172.20.24.104","TLSv1.3","1435","Server Hello, Change Cipher Spec, Application Data"
"7922","415.785564","104.18.36.252","172.20.24.104","TLSv1.3","143","Application Data"
"7923","415.786551","172.20.24.104","104.18.36.252","TLSv1.3","118","Change Cipher Spec, Application Data"
"7924","415.787057","172.20.24.104","104.18.36.252","TLSv1.3","694","Application Data"
"7925","415.788403","104.18.36.252","172.20.24.104","TCP","60","443  >  56597 [ACK] Seq=1382 Ack=2725 Win=65536 Len=0"
"7926","415.826483","172.20.24.104","172.64.41.3","TCP","54","56249  >  443 [ACK] Seq=10786 Ack=23125 Win=65280 Len=0"
"7927","415.826487","172.20.24.104","104.18.36.252","TCP","54","56256  >  443 [ACK] Seq=3273 Ack=2620 Win=64768 Len=0"
"7928","415.828420","172.64.41.3","172.20.24.104","TLSv1.3","1108","Application Data, Application Data, Application Data"
"7929","415.828829","104.18.36.252","172.20.24.104","TLSv1.3","93","Application Data"
"7930","415.874738","172.20.24.104","104.18.36.252","TCP","54","56256  >  443 [ACK] Seq=3273 Ack=2659 Win=64512 Len=0"
"7931","415.874738","172.20.24.104","172.64.41.3","TCP","54","56249  >  443 [ACK] Seq=10786 Ack=24179 Win=64256 Len=0"
"7932","415.876133","3.224.27.77","172.20.24.104","TCP","66","443  >  56596 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1382 SACK_PERM WS=256"
"7933","415.876262","172.20.24.104","3.224.27.77","TCP","54","56596  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7934","415.884071","172.20.24.104","3.224.27.77","TLSv1.2","1994","Client Hello (SNI=f-log-extension.grammarly.io)"
"7935","415.886583","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=1 Ack=1383 Win=32000 Len=0"
"7936","415.887108","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=1 Ack=1941 Win=34816 Len=0"
"7937","415.952719","172.20.24.104","3.224.27.77","TCP","66","56598  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"7938","416.078128","172.20.24.104","74.125.130.188","TCP","55","[TCP Keep-Alive] 50061  >  5228 [ACK] Seq=27 Ack=27 Win=255 Len=1"
"7939","416.080024","74.125.130.188","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 5228  >  50061 [ACK] Seq=27 Ack=28 Win=250 Len=0 SLE=27 SRE=28"
"7940","416.198486","3.224.27.77","172.20.24.104","TCP","66","443  >  56598 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1382 SACK_PERM WS=256"
"7941","416.198650","172.20.24.104","3.224.27.77","TCP","54","56598  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"7942","416.199865","172.20.24.104","3.224.27.77","TLSv1.2","2026","Client Hello (SNI=f-log-extension.grammarly.io)"
"7943","416.202463","3.224.27.77","172.20.24.104","TCP","60","443  >  56598 [ACK] Seq=1 Ack=1383 Win=32000 Len=0"
"7944","416.202463","3.224.27.77","172.20.24.104","TCP","60","443  >  56598 [ACK] Seq=1 Ack=1973 Win=34816 Len=0"
"7945","416.294799","172.20.24.104","74.125.200.188","TCP","55","[TCP Keep-Alive] 50064  >  5228 [ACK] Seq=27 Ack=27 Win=255 Len=1"
"7946","416.296524","74.125.200.188","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 5228  >  50064 [ACK] Seq=27 Ack=28 Win=250 Len=0 SLE=27 SRE=28"
"7947","416.652859","104.18.36.252","172.20.24.104","TLSv1.3","768","Application Data, Application Data"
"7948","416.699215","172.20.24.104","104.18.36.252","TCP","54","56597  >  443 [ACK] Seq=2725 Ack=2096 Win=65280 Len=0"
"7949","416.700796","104.18.36.252","172.20.24.104","TLSv1.3","270","Application Data"
"7950","416.702388","172.20.24.104","104.18.36.252","TLSv1.3","498","Application Data"
"7951","416.758865","104.18.36.252","172.20.24.104","TCP","60","443  >  56597 [ACK] Seq=2312 Ack=3169 Win=65536 Len=0"
"7952","416.824833","3.224.27.77","172.20.24.104","TLSv1.2","4200","Server Hello"
"7953","416.824958","172.20.24.104","3.224.27.77","TCP","54","56596  >  443 [ACK] Seq=1941 Ack=4147 Win=65280 Len=0"
"7954","416.825394","3.224.27.77","172.20.24.104","TCP","1436","443  >  56596 [PSH, ACK] Seq=4147 Ack=1941 Win=34816 Len=1382 [TCP PDU reassembled in 7955]"
"7955","416.825394","3.224.27.77","172.20.24.104","TLSv1.2","562","Certificate, Server Key Exchange, Server Hello Done"
"7956","416.825515","172.20.24.104","3.224.27.77","TCP","54","56596  >  443 [ACK] Seq=1941 Ack=6037 Win=65280 Len=0"
"7957","416.826682","172.20.24.104","3.224.27.77","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"7958","416.827040","172.20.24.104","3.224.27.77","TCP","54","56598  >  443 [FIN, ACK] Seq=1973 Ack=1 Win=65280 Len=0"
"7959","416.827219","172.20.24.104","3.224.27.77","TLSv1.2","153","Application Data"
"7960","416.827655","172.20.24.104","3.224.27.77","TLSv1.2","409","Application Data"
"7961","416.827803","172.20.24.104","3.224.27.77","TLSv1.2","123","Application Data"
"7962","416.827888","172.20.24.104","3.224.27.77","TLSv1.2","1549","Application Data"
"7963","416.827969","172.20.24.104","3.224.27.77","TLSv1.2","1544","Application Data"
"7964","416.828089","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=2067 Win=34816 Len=0"
"7965","416.829016","3.224.27.77","172.20.24.104","TCP","60","443  >  56598 [FIN, ACK] Seq=1 Ack=1974 Win=34816 Len=0"
"7966","416.829052","172.20.24.104","3.224.27.77","TCP","54","56598  >  443 [ACK] Seq=1974 Ack=2 Win=65280 Len=0"
"7967","416.830060","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=2166 Win=34816 Len=0"
"7968","416.831723","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=2521 Win=37632 Len=0"
"7969","416.831723","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=2590 Win=37632 Len=0"
"7970","416.831723","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=3972 Win=40448 Len=0"
"7971","416.831723","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=4085 Win=40448 Len=0"
"7972","416.831723","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=5467 Win=43264 Len=0"
"7973","416.831723","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6037 Ack=5575 Win=43264 Len=0"
"7974","416.975379","104.18.36.252","172.20.24.104","TLSv1.3","221","Application Data"
"7975","417.027223","172.20.24.104","104.18.36.252","TCP","54","56597  >  443 [ACK] Seq=3169 Ack=2479 Win=65024 Len=0"
"7976","417.059900","3.224.27.77","172.20.24.104","TLSv1.2","258","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"7977","417.104176","172.20.24.104","3.224.27.77","TCP","54","56596  >  443 [ACK] Seq=5575 Ack=6241 Win=65280 Len=0"
"7978","417.106323","3.224.27.77","172.20.24.104","TLSv1.2","529","Application Data, Application Data, Application Data"
"7979","417.107235","172.20.24.104","3.224.27.77","TLSv1.2","92","Application Data"
"7980","417.108727","3.224.27.77","172.20.24.104","TCP","60","443  >  56596 [ACK] Seq=6716 Ack=5613 Win=43264 Len=0"
"7981","417.291773","3.224.27.77","172.20.24.104","TLSv1.2","421","Application Data"
"7982","417.338345","172.20.24.104","3.224.27.77","TCP","54","56596  >  443 [ACK] Seq=5613 Ack=7083 Win=64256 Len=0"
"7983","417.963273","172.20.24.104","142.251.221.196","TCP","55","[TCP Keep-Alive] 56481  >  443 [ACK] Seq=1798 Ack=4079 Win=65280 Len=1"
"7984","417.966266","142.251.221.196","172.20.24.104","TCP","60","[TCP Keep-Alive ACK] 443  >  56481 [ACK] Seq=4079 Ack=1799 Win=64000 Len=0"
"7985","420.787700","172.20.24.104","54.190.47.56","TLSv1.3","112","Application Data"
"7986","420.787778","172.20.24.104","54.190.47.56","TLSv1.3","93","Application Data"
"7987","420.787795","172.20.24.104","54.190.47.56","TLSv1.3","1436","Application Data"
"7988","420.787828","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7989","420.787862","172.20.24.104","172.64.41.3","TLSv1.3","110","Application Data"
"7990","420.787880","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7991","420.787899","172.20.24.104","172.64.41.3","TLSv1.3","213","Application Data"
"7992","420.789671","54.190.47.56","172.20.24.104","TCP","60","443  >  56271 [ACK] Seq=7422 Ack=6999 Win=45824 Len=0"
"7993","420.789981","54.190.47.56","172.20.24.104","TCP","60","443  >  56271 [ACK] Seq=7422 Ack=7038 Win=45824 Len=0"
"7994","420.789981","54.190.47.56","172.20.24.104","TCP","60","443  >  56271 [ACK] Seq=7422 Ack=8420 Win=48640 Len=0"
"7995","420.790514","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=24179 Ack=10898 Win=147456 Len=0"
"7996","420.790514","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=24179 Ack=11216 Win=155648 Len=0"
"7997","420.792831","172.64.41.3","172.20.24.104","TLSv1.3","89","Application Data"
"7998","420.847562","172.20.24.104","172.64.41.3","TCP","54","56249  >  443 [ACK] Seq=11216 Ack=24214 Win=64256 Len=0"
"7999","420.849548","172.64.41.3","172.20.24.104","TLSv1.3","1187","Application Data, Application Data, Application Data, Application Data"
"8000","420.850851","172.20.24.104","172.64.41.3","TLSv1.3","89","Application Data"
"8001","420.898548","172.64.41.3","172.20.24.104","TCP","60","443  >  56249 [ACK] Seq=25347 Ack=11251 Win=155648 Len=0"
"8002","421.020835","54.190.47.56","172.20.24.104","TLSv1.3","93","Application Data"
"8003","421.069584","172.20.24.104","54.190.47.56","TCP","54","56271  >  443 [ACK] Seq=8420 Ack=7461 Win=64256 Len=0"
"8004","421.272842","54.190.47.56","172.20.24.104","TLSv1.3","284","Application Data"
"8005","421.273820","172.20.24.104","54.190.47.56","TLSv1.3","89","Application Data"
"8006","421.275367","54.190.47.56","172.20.24.104","TLSv1.3","85","Application Data"
"8007","421.318925","172.20.24.104","54.190.47.56","TCP","54","56271  >  443 [ACK] Seq=8455 Ack=7722 Win=65280 Len=0"
"8008","421.646918","172.20.24.104","148.113.20.112","TCP","55","[TCP Keep-Alive] 56036  >  443 [ACK] Seq=1885 Ack=1724 Win=65280 Len=1"
"8009","421.648802","148.113.20.112","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  56036 [ACK] Seq=1724 Ack=1886 Win=62848 Len=0 SLE=1885 SRE=1886"
"8010","422.142166","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8011","422.142322","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8012","422.256302","172.20.24.104","52.84.12.60","TCP","55","[TCP Keep-Alive] 56275  >  443 [ACK] Seq=2654 Ack=851 Win=64512 Len=1"
"8013","422.258082","52.84.12.60","172.20.24.104","TCP","66","[TCP Keep-Alive ACK] 443  >  56275 [ACK] Seq=851 Ack=2655 Win=63488 Len=0 SLE=2654 SRE=2655"
"8014","422.285986","57.144.161.33","172.20.24.104","TCP","255","5222  >  56067 [PSH, ACK] Seq=7981 Ack=8755 Win=87296 Len=201 [TCP PDU reassembled in 9454]"
"8015","422.335317","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=8755 Ack=8182 Win=64000 Len=0"
"8016","422.351600","172.20.24.104","57.144.161.33","TCP","183","56067  >  5222 [PSH, ACK] Seq=8755 Ack=8182 Win=64000 Len=129 [TCP PDU reassembled in 9456]"
"8017","422.351769","172.20.24.104","57.144.161.33","TCP","102","56067  >  5222 [PSH, ACK] Seq=8884 Ack=8182 Win=64000 Len=48 [TCP PDU reassembled in 9456]"
"8018","422.365670","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8019","422.365670","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8020","422.387168","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=8182 Ack=8884 Win=90112 Len=0"
"8021","422.387454","57.144.161.33","172.20.24.104","TCP","60","5222  >  56067 [ACK] Seq=8182 Ack=8932 Win=90112 Len=0"
"8022","422.572184","57.144.161.33","172.20.24.104","TCP","314","5222  >  56067 [PSH, ACK] Seq=8182 Ack=8932 Win=90112 Len=260 [TCP PDU reassembled in 9454]"
"8023","422.599307","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8024","422.599347","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8025","422.614603","172.20.24.104","57.144.161.33","TCP","54","56067  >  5222 [ACK] Seq=8932 Ack=8442 Win=65280 Len=0"
"8026","422.830989","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8027","422.830990","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8028","423.062838","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8029","423.062840","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8030","423.296721","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8031","423.296726","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8032","423.528239","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8033","423.528281","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8034","423.764117","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8035","423.764129","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8036","423.998991","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8037","423.998995","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8038","424.232093","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8039","424.232107","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8040","424.467033","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8041","424.467039","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8042","424.701801","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8043","424.701812","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8044","424.935412","172.20.24.104","172.20.31.255","UDP","82","49839  >  1947 Len=40"
"8045","424.935414","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
"8046","425.169160","172.20.24.104","255.255.255.255","UDP","82","49840  >  1947 Len=40"
